video_stem,video_path,video_emotion,video_emotion_lbl,actor_id,sentence_key,sentence_text,audio_stem,audio_path,audio_emotion,audio_emotion_lbl,output_stem,label,method,status
1001_IOM_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IOM_ANG_XX.flv,ANG,angry,1001,IOM,I'm on my way to the meeting,1001_IOM_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IOM_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_IOM_ANG_XX__AUDIO_1001_IOM_DIS_XX,1,emotion_swap,pending
1001_IOM_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IOM_DIS_XX.flv,DIS,disgusted,1001,IOM,I'm on my way to the meeting,1001_IOM_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IOM_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_IOM_DIS_XX__AUDIO_1001_IOM_FEA_XX,1,emotion_swap,pending
1001_IOM_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IOM_FEA_XX.flv,FEA,fearful,1001,IOM,I'm on my way to the meeting,1001_IOM_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IOM_HAP_XX.wav,HAP,happy,FAKE_T1_1001_IOM_FEA_XX__AUDIO_1001_IOM_HAP_XX,1,emotion_swap,pending
1001_IOM_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IOM_HAP_XX.flv,HAP,happy,1001,IOM,I'm on my way to the meeting,1001_IOM_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IOM_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_IOM_HAP_XX__AUDIO_1001_IOM_NEU_XX,1,emotion_swap,pending
1001_IOM_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IOM_NEU_XX.flv,NEU,neutral,1001,IOM,I'm on my way to the meeting,1001_IOM_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IOM_SAD_XX.wav,SAD,sad,FAKE_T1_1001_IOM_NEU_XX__AUDIO_1001_IOM_SAD_XX,1,emotion_swap,pending
1001_IOM_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IOM_SAD_XX.flv,SAD,sad,1001,IOM,I'm on my way to the meeting,1001_IOM_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IOM_ANG_XX.wav,ANG,angry,FAKE_T1_1001_IOM_SAD_XX__AUDIO_1001_IOM_ANG_XX,1,emotion_swap,pending
1001_ITH_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITH_ANG_XX.flv,ANG,angry,1001,ITH,I think I have a doctor's appointment,1001_ITH_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITH_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_ITH_ANG_XX__AUDIO_1001_ITH_DIS_XX,1,emotion_swap,pending
1001_ITH_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITH_DIS_XX.flv,DIS,disgusted,1001,ITH,I think I have a doctor's appointment,1001_ITH_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITH_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_ITH_DIS_XX__AUDIO_1001_ITH_FEA_XX,1,emotion_swap,pending
1001_ITH_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITH_FEA_XX.flv,FEA,fearful,1001,ITH,I think I have a doctor's appointment,1001_ITH_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITH_HAP_XX.wav,HAP,happy,FAKE_T1_1001_ITH_FEA_XX__AUDIO_1001_ITH_HAP_XX,1,emotion_swap,pending
1001_ITH_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITH_HAP_XX.flv,HAP,happy,1001,ITH,I think I have a doctor's appointment,1001_ITH_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITH_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_ITH_HAP_XX__AUDIO_1001_ITH_NEU_XX,1,emotion_swap,pending
1001_ITH_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITH_NEU_XX.flv,NEU,neutral,1001,ITH,I think I have a doctor's appointment,1001_ITH_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITH_SAD_XX.wav,SAD,sad,FAKE_T1_1001_ITH_NEU_XX__AUDIO_1001_ITH_SAD_XX,1,emotion_swap,pending
1001_ITH_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITH_SAD_XX.flv,SAD,sad,1001,ITH,I think I have a doctor's appointment,1001_ITH_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITH_ANG_XX.wav,ANG,angry,FAKE_T1_1001_ITH_SAD_XX__AUDIO_1001_ITH_ANG_XX,1,emotion_swap,pending
1001_ITS_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITS_ANG_XX.flv,ANG,angry,1001,ITS,I think I've seen this before,1001_ITS_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITS_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_ITS_ANG_XX__AUDIO_1001_ITS_DIS_XX,1,emotion_swap,pending
1001_ITS_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITS_DIS_XX.flv,DIS,disgusted,1001,ITS,I think I've seen this before,1001_ITS_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITS_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_ITS_DIS_XX__AUDIO_1001_ITS_FEA_XX,1,emotion_swap,pending
1001_ITS_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITS_FEA_XX.flv,FEA,fearful,1001,ITS,I think I've seen this before,1001_ITS_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITS_HAP_XX.wav,HAP,happy,FAKE_T1_1001_ITS_FEA_XX__AUDIO_1001_ITS_HAP_XX,1,emotion_swap,pending
1001_ITS_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITS_HAP_XX.flv,HAP,happy,1001,ITS,I think I've seen this before,1001_ITS_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITS_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_ITS_HAP_XX__AUDIO_1001_ITS_NEU_XX,1,emotion_swap,pending
1001_ITS_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITS_NEU_XX.flv,NEU,neutral,1001,ITS,I think I've seen this before,1001_ITS_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITS_SAD_XX.wav,SAD,sad,FAKE_T1_1001_ITS_NEU_XX__AUDIO_1001_ITS_SAD_XX,1,emotion_swap,pending
1001_ITS_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_ITS_SAD_XX.flv,SAD,sad,1001,ITS,I think I've seen this before,1001_ITS_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_ITS_ANG_XX.wav,ANG,angry,FAKE_T1_1001_ITS_SAD_XX__AUDIO_1001_ITS_ANG_XX,1,emotion_swap,pending
1001_IWL_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWL_ANG_XX.flv,ANG,angry,1001,IWL,I would like a new alarm clock,1001_IWL_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWL_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_IWL_ANG_XX__AUDIO_1001_IWL_DIS_XX,1,emotion_swap,pending
1001_IWL_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWL_DIS_XX.flv,DIS,disgusted,1001,IWL,I would like a new alarm clock,1001_IWL_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWL_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_IWL_DIS_XX__AUDIO_1001_IWL_FEA_XX,1,emotion_swap,pending
1001_IWL_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWL_FEA_XX.flv,FEA,fearful,1001,IWL,I would like a new alarm clock,1001_IWL_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWL_HAP_XX.wav,HAP,happy,FAKE_T1_1001_IWL_FEA_XX__AUDIO_1001_IWL_HAP_XX,1,emotion_swap,pending
1001_IWL_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWL_HAP_XX.flv,HAP,happy,1001,IWL,I would like a new alarm clock,1001_IWL_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWL_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_IWL_HAP_XX__AUDIO_1001_IWL_NEU_XX,1,emotion_swap,pending
1001_IWL_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWL_NEU_XX.flv,NEU,neutral,1001,IWL,I would like a new alarm clock,1001_IWL_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWL_SAD_XX.wav,SAD,sad,FAKE_T1_1001_IWL_NEU_XX__AUDIO_1001_IWL_SAD_XX,1,emotion_swap,pending
1001_IWL_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWL_SAD_XX.flv,SAD,sad,1001,IWL,I would like a new alarm clock,1001_IWL_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWL_ANG_XX.wav,ANG,angry,FAKE_T1_1001_IWL_SAD_XX__AUDIO_1001_IWL_ANG_XX,1,emotion_swap,pending
1001_IWW_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWW_ANG_XX.flv,ANG,angry,1001,IWW,I wonder what this is about,1001_IWW_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWW_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_IWW_ANG_XX__AUDIO_1001_IWW_DIS_XX,1,emotion_swap,pending
1001_IWW_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWW_DIS_XX.flv,DIS,disgusted,1001,IWW,I wonder what this is about,1001_IWW_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWW_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_IWW_DIS_XX__AUDIO_1001_IWW_FEA_XX,1,emotion_swap,pending
1001_IWW_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWW_FEA_XX.flv,FEA,fearful,1001,IWW,I wonder what this is about,1001_IWW_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWW_HAP_XX.wav,HAP,happy,FAKE_T1_1001_IWW_FEA_XX__AUDIO_1001_IWW_HAP_XX,1,emotion_swap,pending
1001_IWW_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWW_HAP_XX.flv,HAP,happy,1001,IWW,I wonder what this is about,1001_IWW_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWW_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_IWW_HAP_XX__AUDIO_1001_IWW_NEU_XX,1,emotion_swap,pending
1001_IWW_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWW_NEU_XX.flv,NEU,neutral,1001,IWW,I wonder what this is about,1001_IWW_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWW_SAD_XX.wav,SAD,sad,FAKE_T1_1001_IWW_NEU_XX__AUDIO_1001_IWW_SAD_XX,1,emotion_swap,pending
1001_IWW_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_IWW_SAD_XX.flv,SAD,sad,1001,IWW,I wonder what this is about,1001_IWW_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_IWW_ANG_XX.wav,ANG,angry,FAKE_T1_1001_IWW_SAD_XX__AUDIO_1001_IWW_ANG_XX,1,emotion_swap,pending
1001_MTI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_MTI_ANG_XX.flv,ANG,angry,1001,MTI,Maybe tomorrow it will be cold,1001_MTI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_MTI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_MTI_ANG_XX__AUDIO_1001_MTI_DIS_XX,1,emotion_swap,pending
1001_MTI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_MTI_DIS_XX.flv,DIS,disgusted,1001,MTI,Maybe tomorrow it will be cold,1001_MTI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_MTI_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_MTI_DIS_XX__AUDIO_1001_MTI_FEA_XX,1,emotion_swap,pending
1001_MTI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_MTI_FEA_XX.flv,FEA,fearful,1001,MTI,Maybe tomorrow it will be cold,1001_MTI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_MTI_HAP_XX.wav,HAP,happy,FAKE_T1_1001_MTI_FEA_XX__AUDIO_1001_MTI_HAP_XX,1,emotion_swap,pending
1001_MTI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_MTI_HAP_XX.flv,HAP,happy,1001,MTI,Maybe tomorrow it will be cold,1001_MTI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_MTI_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_MTI_HAP_XX__AUDIO_1001_MTI_NEU_XX,1,emotion_swap,pending
1001_MTI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_MTI_NEU_XX.flv,NEU,neutral,1001,MTI,Maybe tomorrow it will be cold,1001_MTI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_MTI_SAD_XX.wav,SAD,sad,FAKE_T1_1001_MTI_NEU_XX__AUDIO_1001_MTI_SAD_XX,1,emotion_swap,pending
1001_MTI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_MTI_SAD_XX.flv,SAD,sad,1001,MTI,Maybe tomorrow it will be cold,1001_MTI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_MTI_ANG_XX.wav,ANG,angry,FAKE_T1_1001_MTI_SAD_XX__AUDIO_1001_MTI_ANG_XX,1,emotion_swap,pending
1001_TAI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TAI_ANG_XX.flv,ANG,angry,1001,TAI,The airplane is almost full,1001_TAI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TAI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_TAI_ANG_XX__AUDIO_1001_TAI_DIS_XX,1,emotion_swap,pending
1001_TAI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TAI_DIS_XX.flv,DIS,disgusted,1001,TAI,The airplane is almost full,1001_TAI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TAI_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_TAI_DIS_XX__AUDIO_1001_TAI_FEA_XX,1,emotion_swap,pending
1001_TAI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TAI_FEA_XX.flv,FEA,fearful,1001,TAI,The airplane is almost full,1001_TAI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TAI_HAP_XX.wav,HAP,happy,FAKE_T1_1001_TAI_FEA_XX__AUDIO_1001_TAI_HAP_XX,1,emotion_swap,pending
1001_TAI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TAI_HAP_XX.flv,HAP,happy,1001,TAI,The airplane is almost full,1001_TAI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TAI_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_TAI_HAP_XX__AUDIO_1001_TAI_NEU_XX,1,emotion_swap,pending
1001_TAI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TAI_NEU_XX.flv,NEU,neutral,1001,TAI,The airplane is almost full,1001_TAI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TAI_SAD_XX.wav,SAD,sad,FAKE_T1_1001_TAI_NEU_XX__AUDIO_1001_TAI_SAD_XX,1,emotion_swap,pending
1001_TAI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TAI_SAD_XX.flv,SAD,sad,1001,TAI,The airplane is almost full,1001_TAI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TAI_ANG_XX.wav,ANG,angry,FAKE_T1_1001_TAI_SAD_XX__AUDIO_1001_TAI_ANG_XX,1,emotion_swap,pending
1001_TIE_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TIE_ANG_XX.flv,ANG,angry,1001,TIE,That is exactly what happened,1001_TIE_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TIE_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_TIE_ANG_XX__AUDIO_1001_TIE_DIS_XX,1,emotion_swap,pending
1001_TIE_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TIE_DIS_XX.flv,DIS,disgusted,1001,TIE,That is exactly what happened,1001_TIE_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TIE_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_TIE_DIS_XX__AUDIO_1001_TIE_FEA_XX,1,emotion_swap,pending
1001_TIE_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TIE_FEA_XX.flv,FEA,fearful,1001,TIE,That is exactly what happened,1001_TIE_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TIE_HAP_XX.wav,HAP,happy,FAKE_T1_1001_TIE_FEA_XX__AUDIO_1001_TIE_HAP_XX,1,emotion_swap,pending
1001_TIE_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TIE_HAP_XX.flv,HAP,happy,1001,TIE,That is exactly what happened,1001_TIE_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TIE_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_TIE_HAP_XX__AUDIO_1001_TIE_NEU_XX,1,emotion_swap,pending
1001_TIE_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TIE_NEU_XX.flv,NEU,neutral,1001,TIE,That is exactly what happened,1001_TIE_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TIE_SAD_XX.wav,SAD,sad,FAKE_T1_1001_TIE_NEU_XX__AUDIO_1001_TIE_SAD_XX,1,emotion_swap,pending
1001_TIE_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TIE_SAD_XX.flv,SAD,sad,1001,TIE,That is exactly what happened,1001_TIE_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TIE_ANG_XX.wav,ANG,angry,FAKE_T1_1001_TIE_SAD_XX__AUDIO_1001_TIE_ANG_XX,1,emotion_swap,pending
1001_TSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TSI_ANG_XX.flv,ANG,angry,1001,TSI,The surface is slippery,1001_TSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_TSI_ANG_XX__AUDIO_1001_TSI_DIS_XX,1,emotion_swap,pending
1001_TSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TSI_DIS_XX.flv,DIS,disgusted,1001,TSI,The surface is slippery,1001_TSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_TSI_DIS_XX__AUDIO_1001_TSI_FEA_XX,1,emotion_swap,pending
1001_TSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TSI_FEA_XX.flv,FEA,fearful,1001,TSI,The surface is slippery,1001_TSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TSI_HAP_XX.wav,HAP,happy,FAKE_T1_1001_TSI_FEA_XX__AUDIO_1001_TSI_HAP_XX,1,emotion_swap,pending
1001_TSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TSI_HAP_XX.flv,HAP,happy,1001,TSI,The surface is slippery,1001_TSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_TSI_HAP_XX__AUDIO_1001_TSI_NEU_XX,1,emotion_swap,pending
1001_TSI_NEU_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TSI_NEU_XX.flv,NEU,neutral,1001,TSI,The surface is slippery,1001_TSI_SAD_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TSI_SAD_XX.wav,SAD,sad,FAKE_T1_1001_TSI_NEU_XX__AUDIO_1001_TSI_SAD_XX,1,emotion_swap,pending
1001_TSI_SAD_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_TSI_SAD_XX.flv,SAD,sad,1001,TSI,The surface is slippery,1001_TSI_ANG_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_TSI_ANG_XX.wav,ANG,angry,FAKE_T1_1001_TSI_SAD_XX__AUDIO_1001_TSI_ANG_XX,1,emotion_swap,pending
1001_WSI_ANG_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_WSI_ANG_XX.flv,ANG,angry,1001,WSI,We'll stop in a couple of minutes,1001_WSI_DIS_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_WSI_DIS_XX.wav,DIS,disgusted,FAKE_T1_1001_WSI_ANG_XX__AUDIO_1001_WSI_DIS_XX,1,emotion_swap,pending
1001_WSI_DIS_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_WSI_DIS_XX.flv,DIS,disgusted,1001,WSI,We'll stop in a couple of minutes,1001_WSI_FEA_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_WSI_FEA_XX.wav,FEA,fearful,FAKE_T1_1001_WSI_DIS_XX__AUDIO_1001_WSI_FEA_XX,1,emotion_swap,pending
1001_WSI_FEA_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_WSI_FEA_XX.flv,FEA,fearful,1001,WSI,We'll stop in a couple of minutes,1001_WSI_HAP_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_WSI_HAP_XX.wav,HAP,happy,FAKE_T1_1001_WSI_FEA_XX__AUDIO_1001_WSI_HAP_XX,1,emotion_swap,pending
1001_WSI_HAP_XX,..\..\data\raw\CREMA-D\VideoFlash\1001_WSI_HAP_XX.flv,HAP,happy,1001,WSI,We'll stop in a couple of minutes,1001_WSI_NEU_XX,..\..\data\raw\CREMA-D\AudioWAV\1001_WSI_NEU_XX.wav,NEU,neutral,FAKE_T1_1001_WSI_HAP_XX__AUDIO_1001_WSI_NEU_XX,1,emotion_swap,pending
